problem,arm,point_id,decision,normalized_objectives
dtlz6,random,10,"[0.8151672440323962,0.9997223669084866,0.27393422246986276,0.5441225224907615,0.737912144489339,0.8884906645597528,0.26507202063876445,0.29297076892361185,0.016325502827422178,0.7623132001076717,0.032364647085747156,0.13932173894500977]","[0.3191539912190958,3.915901180386547,9.298371036378073]"
dtlz6,random,11,"[0.7204308503651866,0.9995001653805262,0.2484954986047272,0.6776575615344428,0.011319321967833584,0.5971451205115885,0.9208204816217415,0.5024892995087294,0.8239303208476353,0.2601479830671254,0.7355272605409566,0.8268652943004529]","[0.47607786322677814,6.085250303516284,9.188251557820813]"
dtlz6,random,12,"[0.7542662321655205,0.9885454794141005,0.6386828150249109,0.17019958001689273,0.4631461466803303,0.295911420296586,0.4389669730989646,0.12747456285771352,0.4424312831673216,0.07396051517068403,0.8690292462932386,0.28422485128398434]","[0.5026657493543188,5.247133115203255,9.171791954441264]"
dtlz6,random,13,"[0.7794224504734499,0.9787331134845453,0.01872743849551617,0.05542296693454862,0.08064159896445111,0.7986624435046729,0.904152947621145,0.5903580166306311,0.09332151328929317,0.14943035821559936,0.2028227412659278,0.4074003858089348]","[0.5124247611214835,4.532022485617867,8.932467469331957]"
dtlz6,random,14,"[0.82654806895941,0.9487228825840559,0.25967119806726524,0.15624699482237314,0.6980431357824579,0.16366976738711048,0.1763190672233248,0.9130779155507388,0.0189680177923629,0.3230557828338869,0.16759178691693621,0.10694031697174955]","[0.5583552526290956,3.586279462655687,9.185324807629945]"
dtlz6,random,15,"[0.6993953216840192,0.9824252500340132,0.8429850468918597,0.15079047054634276,0.9596227463988274,0.15802617662760565,0.19698429875320866,0.31637627252944567,0.49327954084847525,0.3560837453022593,0.639557005514509,0.18502924590343983]","[0.6640820581095375,6.407131096917683,8.918339252213]"
dtlz6,random,16,"[0.6162911132104573,0.9964231478882762,0.6584788634213065,0.19894837359929907,0.4978903251178458,0.22824980573417974,0.0004895145163480441,0.3676373736991172,0.26855837031894847,0.4045312918395656,0.4141664422330368,0.16583830843316183]","[0.6671750837572831,7.601526171323294,7.840957574930182]"
dtlz6,random,17,"[0.8254537651615366,0.918271202290122,0.8596719433322519,0.5186230318942721,0.2794007874538814,0.06919994109786809,0.021278692619165374,0.3625065469428319,0.16600287649452372,0.17418123594626223,0.07318169179904954,0.43673144460308777]","[0.7147381100843837,3.573315125232316,9.161508620063389]"
dtlz6,random,18,"[0.6711840887990569,0.9828742167951825,0.4056164516419717,0.7840433173054729,0.13587775773211896,0.21103001440411862,0.6145479860283365,0.8862466308858122,0.20965162959300776,0.8370558306992387,0.20934012035488203,0.5262625009156763]","[0.7189221589499936,7.042313343254038,8.813710717906933]"
dtlz6,random,19,"[0.650006210689377,0.9859125749832148,0.6982423535114287,0.055262600148318075,0.03563370376862085,0.7479712750705761,0.31348457094136895,0.7944039685888413,0.03806009199736948,0.9188085095686895,0.05692119959658093,0.7562958241462205]","[0.7214515874392086,7.134669311208972,8.274811680671124]"
dtlz6,random,20,"[0.855144041460363,0.88452168525365,0.11999902420454234,0.4666547259881233,0.6749525911881289,0.15574342094070304,0.012252959896787652,0.28164884521827327,0.31624370340523045,0.13209712544446794,0.05811847896502098,0.7030166194767382]","[0.7337597808997587,2.9332747633377805,9.233670960310189]"
dtlz6,random,21,"[0.5564367248798562,0.997117024055353,0.8635760282608715,0.7424042660040218,0.37805014360872735,0.2556937800997612,0.05362102530660573,0.017003289406411826,0.49751985479667893,0.28605364686933954,0.26238477738796295,0.9949362292896982]","[0.7482182640747582,8.895858936006677,7.544165369221835]"
dtlz6,random,22,"[0.6825813230379456,0.974221299258971,0.0829433700240827,0.9234109397446371,0.3991113715912735,0.5185630818313507,0.13035691656841863,0.3303173867522491,0.38596547147946625,0.25301926263494967,0.26195500641113856,0.3096907175007635]","[0.7724727922144456,6.634021812712676,8.673601379689481]"
dtlz6,random,23,"[0.5237797451652938,0.9977371435101099,0.15525182446066188,0.4440211790745876,0.9830932043953978,0.7543794860050274,0.7526956667392816,0.49344059453972444,0.5512054893701057,0.44798519107786405,0.00168560516044014,0.9158837862717708]","[0.7854564416869608,9.597769233927133,7.338030519538824]"
dtlz6,random,24,"[0.5815482344581666,0.9890987869241975,0.6136829750003957,0.9862257630165483,0.07342668290482213,0.15387584347098604,0.02676043478575496,0.8107901961138102,0.573007454187347,0.7113036831653178,0.025909221301211427,0.3171043492144997]","[0.8064633853073905,8.36310092013507,7.6977215355493005]"
dtlz6,random,25,"[0.8021754528822909,0.9124865260699894,0.5449974844857386,0.8889119428393213,0.5408325301408173,0.9929397759339249,0.00970607110337296,0.50481805978873,0.020213675242216067,0.9160389649379338,0.6012765029178045,0.002817765405754513]","[0.8452747831704212,4.067157338052702,9.146520569925407]"
dtlz6,random,26,"[0.4896771570878514,0.9934886072901361,0.8719477059009879,0.1430757963642424,0.1637479781439194,0.27568482729474675,0.05428273944293138,0.639404937059024,0.37402553101388536,0.8069577488238052,0.11281557928128316,0.029546063580286552]","[0.8863839156760429,9.733452602295483,6.690500032804279]"
dtlz6,random,27,"[0.7166802107242524,0.9486418558764348,0.8885100718553675,0.7427985847030973,0.004138247092240199,0.9627432171334073,0.2734476658004552,0.3428023917913269,0.2123477062404795,0.2924841905704154,0.8977332797405821,0.10241053052050342]","[0.9086067628735093,5.918876292043767,8.877889278290393]"
dtlz6,random,28,"[0.738406475110601,0.9381693675846022,0.04288389102452095,0.4426907782810381,0.1077587476199583,0.30343783471590713,0.8924826951987247,0.8553416192993403,0.0555719024158392,0.5741252150804864,0.13072912545836823,0.20011882940985148]","[0.9152875423179121,5.38818523982913,8.869589182668173]"
dtlz6,random,29,"[0.6953612171493911,0.9549039463919792,0.8033729533486387,0.22877610435189644,0.47727667755546055,0.11485341865215803,0.1889020010180663,0.1645235474112059,0.8960930548343101,0.48440974874214837,0.7758169288707506,0.12714625428706594]","[0.9218465530221623,6.423060705005532,8.845172532836129]"
dtlz6,random,30,"[0.358812311900344,0.999907112761529,0.9136729236667998,0.33927888661256733,0.4757870574991365,0.43453126074385107,0.9330354251146211,0.13862461958696148,0.49716349174379226,0.6048849187109806,0.5231154745695258,0.881651768094375]","[0.9396497176053613,12.348199322249444,5.534306659203498]"
dtlz6,random,31,"[0.3588357442709502,0.9997557516159964,0.0198508213565326,0.9752722083194216,0.4520220488583363,0.7199809595504312,0.6210336234241929,0.19323060259720082,0.46462693762549667,0.6559419158057159,0.5850686965327263,0.55161545455787]","[0.9421412386046499,12.086873645283495,5.418393350449526]"
dtlz6,random,32,"[0.4390425144897847,0.9931891497113401,0.7938966460112277,0.14283325608901776,0.9716594582213088,0.8310979293428351,0.41833149547695037,0.9730821820916967,0.06527497798338322,0.4790195905125698,0.2045758093813893,0.3109877451639532]","[0.962191797802246,11.005942032989816,6.442932395167926]"
dtlz6,random,33,"[0.6590456779610615,0.9602890976060358,0.9716160373499829,0.5226305850377773,0.10544732485103125,0.35390869237626443,0.16964588308807715,0.2643558690295825,0.8419212200118601,0.6114364269487248,0.9134246035926642,0.019909609717363996]","[0.9667623718068535,7.114923156530241,8.555848443955549]"
dtlz6,random,34,"[0.32616219306646055,0.9979675927456899,0.6322355037766535,0.485323958137434,0.5966251047171249,0.8471472383005876,0.2593599748780617,0.27332125924590467,0.5439694491933369,0.9027969196258987,0.5955302572467275,0.6353170893847676]","[1.0040956537310548,12.78822376782318,5.101482010420081]"
dtlz6,random,35,"[0.4716307632158696,0.9861336121393945,0.36695803109802316,0.6446514748604627,0.03143598659607749,0.8562133000571223,0.19152255134355178,0.16097176419570247,0.30216987617526303,0.015370203144642103,0.7536198386836154,0.195287670731081]","[1.0133888370578263,9.968623527267521,6.4802996740851455]"
dtlz6,random,36,"[0.3926235102650828,0.9926508078887865,0.714322097389309,0.5647103051135585,0.16841701041364232,0.2579682141472529,0.9494177967151125,0.39624639492459235,0.36515130875874635,0.42417969309314085,0.8098776864851881,0.9718407800736463]","[1.0290194812187505,11.868534049335162,5.972361791319654]"
dtlz6,random,37,"[0.672416290281615,0.9487538869749812,0.8238931962531747,0.9077117308763553,0.05072201350185579,0.2819032896147188,0.15743685061763135,0.33027767219909876,0.08039162336416594,0.656390556833555,0.21697316569721758,0.39103335664641414]","[1.0370989092388874,6.759562697618539,8.553086944735327]"
dtlz6,random,38,"[0.23889331869645936,0.9992529320328413,0.4757989203685865,0.5888010130316212,0.389958282632794,0.4547581647562192,0.7671252024877185,0.7678047808769187,0.7344593470150486,0.312365593155414,0.9631447879506803,0.9344938651085744]","[1.0471092711586583,13.787050345594164,3.8513386594886687]"
dtlz6,random,39,"[0.3270015203420077,0.9954967982326914,0.8912216077819296,0.9937237267234663,0.026515974172076184,0.9753667808472493,0.7353871416069424,0.8371292349857341,0.8580216563818925,0.34551916236573077,0.7359347793323816,0.25289047788529495]","[1.0477445338082394,12.715607822664108,5.089756575788506]"
dtlz6,random,40,"[0.6117125671954826,0.9610872030673052,0.005521632259443909,0.3969599289775355,0.2819128296864266,0.5898914711304463,0.25311835765428126,0.011113993540325495,0.24507110815014665,0.32791054786268437,0.9486536279427293,0.4865533374157528]","[1.055457156731063,7.650544982910866,7.814805891635351]"
dtlz6,random,41,"[0.6932922800975255,0.9367561546002895,0.8375928875604318,0.5824612177206383,0.002219496105414831,0.45124724042139697,0.22330253449367,0.760640599125074,0.0007535819391958354,0.5455228906601887,0.6433215447204996,0.9931249797867531]","[1.0702219139561282,6.2086009798892166,8.520081594879517]"
dtlz6,random,42,"[0.23199586263084004,0.9981107467825517,0.45958499760260496,0.6732918852142412,0.6619865178974166,0.9708347590035038,0.25708645225862525,0.07906262874551029,0.5540371152353087,0.36685948374088473,0.23877450580613768,0.807284486838363]","[1.0726570158768243,13.414468532586776,3.62983088657277]"
dtlz6,random,43,"[0.24346059134981468,0.9973568056590634,0.5441767717128965,0.5427967308717825,0.6691395413266495,0.8126081918075919,0.33062730593802714,0.7335269063085397,0.27674249785961946,0.1594970258809646,0.04403746602871206,0.50870738081304]","[1.078661064575606,13.161231801170912,3.7558593332648256]"
dtlz6,random,44,"[0.8632189669466657,0.772864554234466,0.026853506753463652,0.06912542752540718,0.017351183729346964,0.8598002221691332,0.7956291591014812,0.4137547391104751,0.03252180576753094,0.05780676480759306,0.6138330966596397,0.16138563735208522]","[1.0945573292512352,2.5666640036103576,9.041401419881685]"
dtlz6,random,45,"[0.30175057433536,0.9940674720203273,0.1203645023829304,0.9248520227814715,0.7905110453910558,0.9711611066532352,0.02166717066557533,0.652248616931045,0.7894369075360603,0.883388703461543,0.6993717807731406,0.965215025703799]","[1.0964955530071214,12.96551670751072,4.7199201827751605]"
dtlz6,random,46,"[0.5534531184233219,0.9691704017205823,0.46949733605458,0.09604572502083053,0.22695978844985842,0.4747041652453615,0.614380721467166,0.01571832387985994,0.44929780981868894,0.3075127560361537,0.5563264797906156,0.13973043902377758]","[1.0983137049719407,8.781687554434521,7.408132151706132]"
dtlz6,random,47,"[0.6568763826819165,0.9440588915582427,0.3920365675192372,0.0339484964077994,0.5243501674385106,0.2259954474625172,0.07039345555898247,0.7364044411527438,0.42210996080558405,0.35283476027347926,0.04446582438133684,0.10957200148601853]","[1.1082043915140314,6.815000321966162,8.163714278071529]"
dtlz6,random,48,"[0.37902400611038567,0.9883771973094826,0.2918920506010083,0.9832460740055553,0.18611494870850642,0.6554028250941873,0.6236412994653316,0.95104991087944,0.1802709162725179,0.4068968519830186,0.01723060987530789,0.35770316291524873]","[1.1094745760060156,11.60946147859683,5.585873813842835]"
dtlz6,random,49,"[0.24007675283000707,0.9954905342853612,0.1622089302275338,0.6139850278042349,0.35694479564242765,0.6337247610043909,0.15041280449249494,0.5041185099467278,0.7598909842340406,0.2431351334313807,0.029971505316162217,0.19918372561431652]","[1.1132527006608888,12.838607608026386,3.609098221557135]"
dtlz6,random,50,"[0.13799544391362328,0.9977442609068736,0.15890471930035288,0.3240712591272008,0.26467563649298154,0.09597523604327807,0.46267229117266684,0.8624788568528307,0.5911571974382632,0.13532485782603199,0.6417887288948195,0.3541417635789379]","[1.127150013228657,13.666305049600673,2.1353563453569784]"
dtlz6,random,51,"[0.3398660190426126,0.988809710063217,0.24531058058496735,0.765036229766864,0.9844702881457391,0.006707161161016106,0.4481423570141929,0.08074360982181639,0.12135153707078672,0.013650167040561434,0.1338364981413841,0.23909687167866756]","[1.1317285527888326,11.256536084872536,4.728737501828808]"
dtlz6,random,52,"[0.014772123499169565,0.9976616106015667,0.025462925326751873,0.7763327877140255,0.058083417773435064,0.431661833885556,0.6735514386885817,0.07888789596728996,0.4337188393348477,0.44207462001647935,0.3774010364704774,0.34536262174078036]","[1.1543677958627512,13.699915028536644,0.22562120549615527]"
dtlz6,random,53,"[0.9055911121029667,0.5987520224562031,0.45292279238571653,0.5796316006781054,0.9497242331132827,0.3403992316464771,0.3036253189360645,0.38032444112368935,0.14490482583110864,0.003046820211778045,0.003762626311135664,0.37013987197639064]","[1.1862637494371917,1.571045521449794,9.317742801049134]"
dtlz6,random,54,"[0.42554495319717345,0.9797196499792092,0.4824739998187696,0.060246856543589744,0.5143851789896814,0.5660585730142181,0.0972061413459786,0.11125259719264091,0.8254265784891326,0.4911775761486983,0.9506749266908429,0.8367385298477935]","[1.1893749398073619,11.0901686744516,6.228486801605031]"
dtlz6,random,55,"[0.817796598258608,0.8263668343765994,0.012851696910097465,0.1256710610175794,0.08754012129607991,0.41385638656770707,0.15715692064541187,0.8537986545047653,0.04288036026674902,0.4459981159830718,0.012053586233298663,0.7622413683332498]","[1.1895212207365702,3.4932106996925625,8.866800292556226]"
dtlz6,random,56,"[0.013734896762546911,0.9934192597813987,0.5953873359659336,0.7176967751807182,0.7187454246325169,0.052797079983229134,0.4918550369097191,0.4491259137301631,0.6312975456896778,0.8740221551503407,0.32825896691123535,0.02991756705897619]","[1.2407664793058757,14.118926107616847,0.2162568559591428]"
dtlz6,random,57,"[0.4209516593876931,0.9760147614133193,0.5607296313570153,0.28163612649251557,0.4780091306260992,0.7951631281056231,0.2551071184595023,0.5414404320045016,0.1920676456881516,0.15098927796378803,0.08019481040136489,0.6876691750952452]","[1.250740083735098,11.045881492759884,6.116093947862046]"
dtlz6,random,58,"[0.4367453077621656,0.972492909380134,0.2030680196344672,0.06781290747777913,0.18531659924489274,0.36630115845485167,0.16091996068015146,0.5321421552531569,0.5387762444662396,0.028239800235673518,0.10235297981282943,0.8467088618832459]","[1.260970566147456,10.382253962047795,6.0545174587350115]"
dtlz6,random,59,"[0.5630256782380201,0.9538592398013004,0.9937678939167188,0.15375182357343686,0.018767184874623366,0.36381944853177073,0.6203615404334696,0.25530907783740364,0.6148831115586026,0.39061805117395965,0.20952789111803716,0.2655427285360743]","[1.2726582189247893,8.712538547952647,7.599279892310481]"
dtlz6,random,60,"[0.25739401270822926,0.9852720996578821,0.5141295070527666,0.9736448288355468,0.60278655914958,0.005292348755431053,0.11588373905302085,0.545694687530964,0.42680991881384134,0.044612820691471766,0.057668020723934066,0.6915579300366339]","[1.2772938732644918,12.402845131627949,3.772475832095379]"
dtlz6,random,61,"[0.18800570652032933,0.9833768877962842,0.09856607177456223,0.9687658086713857,0.16172616944008478,0.002942182285096462,0.6527034901553348,0.3338207091361294,0.8492024633767007,0.7424043390368926,0.533221453302234,0.4065408153750788]","[1.3726244512614816,13.247252067823307,2.864899669874286]"
dtlz6,random,62,"[0.6431516315261357,0.9199311918702316,0.9859799916719737,0.7182629640901895,0.40325714939081025,0.035977504687484285,0.8301552147144244,0.0843353914203454,0.27756184222231695,0.1905559281676511,0.12950124400551044,0.005795930337830102]","[1.385286728447283,7.005722183383416,8.04482750204546]"
dtlz6,random,63,"[0.7138099489631315,0.8827189344623975,0.8239941763905074,0.016071528495580023,0.9125597940748829,0.394592828494861,0.019772525081480086,0.466645153013315,0.13234374939385907,0.811973913631246,0.0280828626460079,0.70932150506229]","[1.4425740366948534,5.726196038639834,8.654056854324692]"
dtlz6,random,64,"[0.8905260428937217,0.5536680814620518,0.1842064935179103,0.5137844089570968,0.5062204377381054,0.10422077288177045,0.8229169695935115,0.047380039605368185,0.05673153411287202,0.02799476528787781,0.0692612964371686,0.16650136510133062]","[1.4642984155260723,1.7029870774741687,9.14419928142127]"
dtlz6,random,65,"[0.543605554006749,0.9408114880402274,0.7875791481352149,0.20758337724668352,0.9472195139856892,0.707292333301697,0.4616464869051288,0.009352875584990428,0.06925891637736614,0.16107947071909556,0.042477743856931593,0.5436585216828825]","[1.4671865264047301,8.810885497521804,7.246447957656936]"
dtlz6,random,66,"[0.22970323598537934,0.9752939078840236,0.12165453904878798,0.154345912810387,0.40880439095283505,0.4034289099766716,0.10781487528395028,0.2684191295712217,0.9271891100624028,0.152599106473992,0.4402315486262519,0.38138692174504574]","[1.487518967079323,12.874322812829481,3.4579380939698376]"
dtlz6,random,67,"[0.1821824239145975,0.9731555142027475,0.10525718236773363,0.3644392323870045,0.38556199172117367,0.715353681559824,0.48890047665581804,0.08543400225271935,0.10159023225912744,0.8974901587224118,0.9439416873047453,0.08630323601616674]","[1.5684046926003017,13.275503410053311,2.781375051278227]"
dtlz6,random,68,"[0.009431289861935865,0.9774088533092257,0.8334842924262872,0.6525410133084181,0.36064660930576486,0.7059668617122302,0.2047246327687131,0.5828398092999163,0.8631232448316895,0.6275167436655625,0.1546265472174988,0.2703130525026799]","[1.5720008079500372,14.418144798097963,0.15194388330258413]"
dtlz6,random,69,"[0.5812707769456676,0.9230848139741592,0.2985933806685568,0.3610064770994026,0.38367980019532155,0.9030820617550206,0.4403115604368393,0.9477006621250803,0.015168842805303062,0.011504276833528837,0.9707462790987991,0.2904258853088333]","[1.5868688927583112,8.306875206251693,7.7413104368610846]"
dtlz6,random,70,"[0.1721894503839888,0.9717095588755111,0.30996929368370385,0.3760939663752315,0.09201660789165522,0.21318872922179888,0.8536412014631277,0.1122834698583196,0.8464267722288211,0.4355870192667345,0.6522402249978738,0.015626378215108927]","[1.5964036794293888,13.191558730729046,2.6051917248448424]"
dtlz6,random,71,"[0.5663503999950805,0.9206728924165897,0.35379887323372106,0.0972306177650013,0.015231929973489766,0.030298752263815953,0.7934324197775393,0.3645915208116832,0.9868736412626838,0.17645690268095382,0.5370909171123545,0.12401612441431287]","[1.6354936418496502,8.326248963845762,7.40192609383186]"
dtlz6,random,72,"[0.14423710201331963,0.9702113309524465,0.10998692308664182,0.08743318054375437,0.2727038582253486,0.9010475878587121,0.006187941242516315,0.6113751737042552,0.6707165154707119,0.341138810002672,0.6613815683437918,0.827052699013689]","[1.6460952584818436,13.413271454625281,2.2028454540107782]"
dtlz6,random,73,"[0.20278636865979216,0.9643609025572477,0.17696425660839332,0.39317410430809274,0.065476347031031,0.2146303726394544,0.5612530991041608,0.04367152979919653,0.6719807287815602,0.6266351225993781,0.12856356399255664,0.9408984736836082]","[1.7093307348076556,13.009324246647763,3.059580040010229]"
dtlz6,random,74,"[0.7864541970602664,0.7625514278052783,0.2507297607909835,0.12257174662816217,0.6709191378401679,0.025342456239075717,0.7476671845141121,0.3301837155070545,0.4573437553853864,0.002283139319889882,0.20823042405268655,0.0023871281359932883]","[1.7160691112216881,3.858867202682174,8.56622468823766]"
dtlz6,random,75,"[0.11434359280939499,0.9638599606914938,0.27991397681376673,0.14697835960258032,0.21876644458777728,0.017243999210757477,0.0400966764990095,0.5750702154185812,0.1651517450140475,0.6419825737710686,0.37434952579844805,0.09878296884926707]","[1.750632185003222,12.95366212710731,1.6782054641015067]"
dtlz6,random,76,"[0.2337105024990983,0.9539106828753476,0.30656055752306444,0.42581644278566066,0.09330789877832557,0.2374590516312567,0.26273444207354,0.0037041135964130945,0.08963879228651894,0.12059263017299948,0.6306195733651602,0.571142018180087]","[1.833020909414865,12.27605255981739,3.375032388237104]"
dtlz6,random,77,"[0.20491159806101722,0.956522362544583,0.007759866001760263,0.780412050085474,0.10965071493835177,0.48939415837057076,0.5012244248305631,0.6881853666333774,0.9128006544032111,0.3207267868600988,0.08539309179317844,0.05471627590583117]","[1.8384131396136687,12.792227940321423,3.0473921024843538]"
dtlz6,random,78,"[0.3950895476607129,0.9381856492260847,0.049107705851660466,0.5583626178533241,0.2596137180101755,0.2554885798377461,0.7037781798740805,0.9484921146630474,0.014758112214623309,0.6435094451179962,0.9629400495099336,0.045629463322047425]","[1.870384860317587,11.040713255107706,5.660109893073684]"
dtlz6,random,79,"[0.5828733864772536,0.8951067022533162,0.15271090647722185,0.05326879619176961,0.2888394817753681,0.23448240720320723,0.4920752458363281,0.13923091288386236,0.7972530862722659,0.7724086890881868,0.009868243805359889,0.2893401765733197]","[1.8728828624570109,8.005524947950708,7.565120681700226]"
dtlz6,random,80,"[0.0002776363807649451,0.960422908041696,0.6711720173061261,0.46038598236292716,0.4621608245689146,0.6360824942503657,0.791515287645613,0.13957500564636682,0.0937043081814386,0.5290564343022066,0.12370698192094032,0.834553982760926]","[1.9039253300100083,14.13739244438734,0.004398997014620923]"
dtlz6,random,81,"[0.11279131803073295,0.9557815998784623,0.05855743892437226,0.18829231036965954,0.12363816152814033,0.8294583735829114,0.2501981013947069,0.6768022336015606,0.026383638717355606,0.018744503866408357,0.9006903869327282,0.44493076225798556]","[1.9088337414965328,13.090796833939821,1.6749157420869487]"
dtlz6,random,82,"[0.4598438244592815,0.9229679212339763,0.11797747774028067,0.46977378237575307,0.5666615488920471,0.47875231215028746,0.029336856189364546,0.32948105470784805,0.6002605207278501,0.5119265750231619,0.026735362356246184,0.31596009746834886]","[1.9359687227105367,10.085701166455653,6.399029028020887]"
dtlz6,random,83,"[0.3114200019378345,0.9401234439525895,0.07684634534008017,0.15340260787864057,0.18519371327336787,0.7680787023691333,0.4871687578197844,0.3604467767730416,0.18759525970508206,0.6175166352331202,0.8679317690923977,0.2390548554192481]","[2.0171437296825387,12.20127689113503,4.655090550067621]"
dtlz6,random,84,"[0.5191197293342572,0.9051868636270965,0.7264750939145835,0.6269405659356299,0.13122936897828053,0.3845683381601498,0.3316887845502461,0.6034844473760999,0.06271062237679026,0.14789729353650005,0.24582612500126333,0.2445261431550837]","[2.0189845064632674,9.3003093726667,7.1463505391563915]"
dtlz6,random,85,"[0.6127689348753316,0.8689931066141882,0.34517797373796166,0.00832409204366713,0.6071026252378527,0.402201804432461,0.040604031255489725,0.28567559946492527,0.26313351462515644,0.22170574307309254,0.39445090037968344,0.7068693292300924]","[2.0411552704369393,7.487500632087039,7.880800445039716]"
dtlz6,random,86,"[0.5076228703218011,0.9053330879248283,0.6075728188747918,0.3816278073293753,0.8485298592474892,0.37359945746375167,0.9087778083636746,0.07817980870627927,0.3286242769410206,0.9584951194959137,0.18792737081961552,0.009061260640662594]","[2.064245151279207,9.536454673396857,7.066697676627534]"
dtlz6,random,87,"[0.8936562404628591,0.12301810833481353,0.04404868561848063,0.00702294069739573,0.6140215666378607,0.702170189185318,0.7832214075413858,0.04256520517714446,0.24397487261930972,0.10657702608487996,0.5712656808827162,0.02177045533898536]","[2.1055568051962763,0.5537957470111952,9.130172779922342]"
dtlz6,random,88,"[0.453888730105077,0.9060854639379617,0.02633123657317793,0.13202761754956915,0.31678630835019783,0.772778964115832,0.4335969392553616,0.2610096621006699,0.3986622329880064,0.07746905116251113,0.3817785994420321,0.1841743706689971]","[2.182330861768792,10.046944471144522,6.286308471785648]"
dtlz6,random,89,"[0.310974590928907,0.9277585957214216,0.3536892424108171,0.5459858571967093,0.3101969677003187,0.498751015756025,0.19981133688547237,0.47628822217074207,0.2685723632010537,0.11182356238922675,0.2628978626951074,0.35191858890729333]","[2.229857003164581,12.161201673103394,4.6461331796999]"
dtlz6,random,90,"[0.49927755994848877,0.8903793857197421,0.7650529995601103,0.7922269347950458,0.7008021857752752,0.895577338604339,0.04465661009041044,0.3703468734034867,0.26848718895961055,0.3236180179478072,0.5715706193032926,0.004860603688666587]","[2.290042933936509,9.587092856322345,6.9540142820919835]"
dtlz6,random,91,"[0.5306912308464532,0.8746024218141775,0.023234811556909873,0.14294918500163933,0.6116281795730664,0.6182591345694638,0.18133003216294374,0.17995133626054882,0.48222784687435105,0.050270438761623404,0.08217786782933656,0.2697905607053742]","[2.298725859818748,8.66239741024275,6.979747424612979]"
dtlz6,random,92,"[0.6138320116363662,0.8443208504379351,0.005996019678847331,0.7973984553277816,0.206338053741574,0.01011018707790301,0.6819221620489083,0.34806037243117516,0.3741447257145494,0.3559658315896058,0.8129156686463498,0.8058683620717944]","[2.3115660919404677,7.463459735948241,7.962430207287779]"
dtlz6,random,93,"[0.44007109860888505,0.891804173858846,0.22677105734702985,0.9006744217299266,0.10380270864933638,0.01894106863705114,0.627806589777792,0.1064779861938221,0.12473183921962816,0.1813633036250727,0.0931720186251328,0.381246637385959]","[2.3940675960667974,9.988858924668987,6.010028362374694]"
dtlz6,random,94,"[0.8506786417143424,0.40623647235569993,0.056829154912903745,0.08199824874577255,0.028501744801520124,0.3122356870090688,0.34330053540042205,0.07058540535727731,0.5392115676566545,0.11096343536001718,0.19491957554946737,0.15979678004348097]","[2.4023424433842866,1.84188485793043,8.958031938265107]"
dtlz6,random,95,"[0.49655177554817287,0.8813147541579521,0.17302698671094607,0.03861866218839605,0.2534089550812474,0.3994197128875603,0.5317396749030517,0.025193722323833545,0.9593563733712336,0.9795209597373962,0.995371445018441,0.4090224137055175]","[2.429945908250106,9.635734168907474,6.951094718964386]"
dtlz6,random,96,"[0.6860866082760555,0.7680952711484985,0.6207053016725493,0.36116523007369805,0.030213006310338963,0.011025806873208532,0.0961629461307445,0.5924046221639343,0.07136908572950285,0.9833005996191269,0.1497763462224463,0.3291311848550028]","[2.5093624538594375,5.790204566690944,8.303886489366137]"
dtlz6,random,97,"[0.612093382821024,0.8195424688164165,0.15757996757305148,0.0506216179612895,0.7218546530941553,0.636007173415213,0.4882633370215659,0.024276077602269686,0.789519122256068,0.013097265894685295,0.21043991472254808,0.4585460675963988]","[2.5425141176561925,7.27608926040427,7.809079436187582]"
dtlz6,random,98,"[0.2112514643372685,0.9109977383862441,0.7015144072177102,0.9122573533046671,0.1975663327792887,0.3321594931005363,0.5135941045212807,0.07222689874993993,0.14633540608887818,0.18945185467161363,0.1363012373267648,0.007969481372292586]","[2.622759497405601,12.448073823327961,3.099573200315574]"
dtlz6,random,99,"[0.2039962260841124,0.9115822313342037,0.053180130439617335,0.7665498531421217,0.17107593172988467,0.26988874781217154,0.11675987880628602,0.42765435389828144,0.02588626073604594,0.5677673394290311,0.39581660860427215,0.11896964265866461]","[2.623434005937468,12.504122321967445,2.9982333489089426]"
dtlz6,random,100,"[0.08736837906549111,0.9174990099663389,0.2883694241379703,0.06379514398202146,0.27085520709254374,0.3252719022510604,0.8652687321763625,0.11672960828089762,0.17081777716214164,0.5909511703940593,0.07170008427390895,0.6147390282330152]","[2.664910458529563,13.344695575629554,1.3289170856726862]"
dtlz6,random,101,"[0.1931905984332789,0.9083906593752958,0.757085214870236,0.013262831111323758,0.6097314086299979,0.6115043314579878,0.006026936797847715,0.9439713324749884,0.005577096345744215,0.9270723381726287,0.6091960319351241,0.7811732682355333]","[2.7166303870909054,12.7153716480984,2.8789739478425402]"
dtlz6,random,102,"[0.8692317455386203,0.020809794553765526,0.9775127832393548,0.8622315502045013,0.02990885289941514,0.0454852875050471,0.05009498784132915,0.04247781468285683,0.18220618133566147,0.1479246842227827,0.9327279324060023,0.49135294857764145]","[2.719006321335637,0.30592194684501406,9.286149292293409]"
dtlz6,random,103,"[0.010322079277509721,0.9173978543030465,0.7926629078861116,0.4630752246675791,0.3439197231426607,0.8617354048802065,0.5605965884581151,0.5532291248693987,0.01244215722804165,0.43363776092682793,0.1303508718612595,0.19233795026812295]","[2.7262454489932257,13.733203380571524,0.16053696293689088]"
