sample,descriptor_log10_f0,descriptor_peak_gain_db,r1_index,r2_index,r3_index,c1_index,c2_index,r1_ohm,r2_ohm,r3_ohm,c1_f,c2_f
865,5.19877711630669,-88.59549127501695,28,13,15,2,42,22000,1200,1800,0.000000000015,0.000000033000000000000004
866,4.760582094277635,-73.13712113184143,22,26,14,6,42,6800,15000,1500,0.000000000033,0.000000033000000000000004
867,3.258227277120015,-8.714213238778916,5,17,24,33,57,270,2700,10000,0.0000000056000000000000005,0.00000056
868,3.396357198644103,0.377296321461971,3,30,8,51,53,180,33000,470,0.00000018,0.00000027
869,5.445433765023156,-12.193080949311176,17,34,10,29,10,2700,68000,680,0.0000000027,0.000000000068
870,2.9447076552570453,27.4325270439608,7,11,31,42,48,390,820,39000,0.000000033000000000000004,0.0000001
871,2.9779796505260085,-23.96103699282601,17,12,25,34,56,2700,1000,12000,0.0000000068000000000000005,0.00000047
872,5.290738373427721,22.90520189268248,11,19,26,21,13,820,3900,15000,0.0000000005599999999999999,0.00000000012
873,3.318300704388529,-94.83151389048435,31,35,28,3,57,39000,82000,22000,0.000000000018,0.00000056
874,3.320359733226646,-71.83000624384344,31,24,24,17,53,39000,10000,10000,0.00000000027,0.00000027
875,3.6490667279776505,-45.28226785950522,25,26,5,38,44,12000,15000,270,0.000000015000000000000002,0.000000047000000000000004
877,2.916471583111073,-57.021540313902854,32,29,24,25,51,47000,27000,10000,0.0000000012,0.00000018
878,6.826871266018275,21.62534487742824,4,11,18,10,2,220,820,3300,0.000000000068,0.000000000015
879,5.717693421249315,-58.59621188052747,19,13,15,1,32,3900,1200,1800,0.000000000012,0.0000000047
880,4.916512933255005,8.782847151107537,1,7,6,57,16,120,390,330,0.00000056,0.00000000022
881,4.092874261261859,23.515326402075836,13,8,27,54,11,1200,470,18000,0.00000033,0.000000000082
882,3.8879792958116894,-27.95911247163789,27,15,13,39,37,18000,1800,1200,0.000000018000000000000002,0.000000012000000000000002
883,5.23456865255783,-3.7962210426221814,7,15,11,25,29,390,1800,820,0.0000000012,0.0000000027
885,4.166573954332727,-3.213091373925087,9,21,7,53,28,560,5600,390,0.00000027,0.0000000022000000000000003
886,5.614272219756078,-32.86942345879731,18,4,2,28,28,3300,220,150,0.0000000022000000000000003,0.0000000022000000000000003
888,3.494111261458383,-48.875475105469974,28,14,16,33,50,22000,1500,2200,0.0000000056000000000000005,0.00000015
889,4.269565169402457,-18.226698671518083,28,3,17,57,17,22000,180,2700,0.00000056,0.00000000027
891,5.55229332583741,-24.93479367104906,34,29,20,12,4,68000,27000,4700,0.00000000009999999999999999,0.000000000021999999999999998
892,3.8070648352650984,31.35270588750225,5,7,24,56,23,270,390,10000,0.00000047,0.00000000082
893,5.99090834368573,-31.60385832286709,0,21,0,17,36,100,5600,100,0.00000000027,0.00000001
894,5.557763327515417,-10.208623982220328,14,4,8,37,15,1500,220,470,0.000000012000000000000002,0.00000000018
895,5.056294963275006,-24.199246247961927,32,30,23,11,14,47000,33000,8200,0.000000000082,0.00000000015
896,4.08447971016145,-51.88515278000366,13,30,33,1,52,1200,33000,56000,0.000000000012,0.00000022
897,4.471890606418388,-14.740013429931501,15,23,6,54,15,1800,8200,330,0.00000033,0.00000000018
898,3.517681850089452,13.249986836382035,19,28,27,48,19,3900,22000,18000,0.0000001,0.00000000039
899,2.966906892698037,1.9773997917918196,7,9,13,53,55,390,560,1200,0.00000027,0.00000039
900,3.991182494531327,-32.103895447603705,18,2,35,14,50,3300,150,82000,0.00000000015,0.00000015
901,5.9406206242857,16.888244032951995,8,27,18,28,0,470,18000,3300,0.0000000022000000000000003,0.00000000001
902,5.069239283923815,18.544049719811465,3,34,15,33,24,180,68000,1800,0.0000000056000000000000005,0.000000001
903,6.438749139556787,-59.83371542505613,31,2,4,14,22,39000,150,220,0.00000000015,0.0000000006799999999999999
904,4.324378926392756,-3.240667168867243,10,34,8,52,23,680,68000,470,0.00000022,0.00000000082
905,5.31963452370935,-28.13084085452546,35,18,19,20,12,82000,3300,3900,0.0000000004699999999999999,0.00000000009999999999999999
908,4.112299885577228,-52.08362452195768,28,11,2,41,44,22000,820,150,0.000000027,0.000000047000000000000004
909,5.651792106600378,9.608221779434706,17,36,31,3,10,2700,100000,39000,0.000000000018,0.000000000068
910,4.362292572402063,46.82793751666701,2,16,30,56,4,150,2200,33000,0.00000047,0.000000000021999999999999998
911,3.374030836576333,-28.7600990442471,17,6,18,37,55,2700,330,3300,0.000000012000000000000002,0.00000039
912,4.689334631888264,-33.16445530130463,33,28,23,13,22,56000,22000,8200,0.00000000012,0.0000000006799999999999999
913,5.970837984532888,51.93192500491382,2,22,35,16,0,150,6800,82000,0.00000000022,0.00000000001
914,5.515227851599785,6.384000904860868,17,26,22,17,9,2700,15000,6800,0.00000000027,0.000000000056
915,4.317438835595076,37.13808624732619,3,15,28,34,28,180,1800,22000,0.0000000068000000000000005,0.0000000022000000000000003
916,4.582854102506995,-16.754826803204708,27,21,17,34,16,18000,5600,2700,0.0000000068000000000000005,0.00000000022
917,4.290135975297153,-71.71750080894222,15,12,4,24,56,1800,1000,220,0.000000001,0.00000047
918,6.278272275862912,-9.515689214231099,5,26,1,23,17,270,15000,120,0.00000000082,0.00000000027
919,3.976437104183918,-34.34229950615765,22,31,12,29,39,6800,39000,1000,0.0000000027,0.000000018000000000000002
920,5.333286624263803,-24.277611276475763,17,29,6,23,23,2700,27000,330,0.00000000082,0.00000000082
921,3.9041273156774228,-81.48096171330079,19,18,5,24,59,3900,3300,270,0.000000001,0.00000082
922,5.063733409892154,-28.02629574122701,22,5,5,53,12,6800,270,270,0.00000027,0.00000000009999999999999999
924,4.143918007112034,-93.15753758767796,34,24,16,10,48,68000,10000,2200,0.000000000068,0.0000001
927,5.722840292933819,-34.90953073776712,2,32,14,5,38,150,47000,1500,0.000000000027,0.000000015000000000000002
928,3.7241613832514373,-61.52964775105929,25,16,35,5,52,12000,2200,82000,0.000000000027,0.00000022
929,3.798683711803001,-16.585536696132056,28,4,18,53,30,22000,220,3300,0.00000027,0.0000000033
930,3.9855697154107905,24.41456752138655,0,9,15,50,37,100,560,1800,0.00000015,0.000000012000000000000002
931,4.736422184006385,-85.36639257608297,17,34,9,7,50,2700,68000,560,0.000000000039,0.00000015
932,3.8424629499396548,19.039695767271493,14,0,28,41,36,1500,100,22000,0.000000027,0.00000001
933,3.489276847485875,-35.856009118229416,14,33,11,35,53,1500,56000,820,0.0000000082,0.00000027
934,6.117061752756695,-9.95164735210345,32,5,31,7,6,47000,270,39000,0.000000000039,0.000000000033
935,3.3275147008479227,-31.6569058979914,9,33,9,40,59,560,56000,560,0.000000022000000000000002,0.00000082
936,5.581390961160297,-14.381535469243516,22,11,18,16,18,6800,820,3300,0.00000000022,0.00000000033
937,3.6938123313826745,-93.13712146558012,34,33,14,14,50,68000,56000,1500,0.00000000015,0.00000015
938,4.994913094955687,-29.798364706599113,29,17,12,29,19,27000,2700,1000,0.0000000027,0.00000000039
939,4.657882391874981,-31.44616555207891,33,15,14,48,8,56000,1800,1500,0.0000001,0.000000000047
940,5.732811361375625,11.40863826817868,4,22,11,38,6,220,6800,820,0.000000015000000000000002,0.000000000033
942,2.426825860168854,-22.51354001330059,24,13,14,56,56,10000,1200,1500,0.00000047,0.00000047
943,3.527846747515219,-7.478756838679393,31,28,30,28,28,39000,22000,33000,0.0000000022000000000000003,0.0000000022000000000000003
944,4.576871567816381,-31.43134424457815,35,1,16,57,13,82000,120,2200,0.00000056,0.00000000012
945,5.450886100478305,-38.26333986010666,20,33,5,17,24,4700,56000,270,0.00000000027,0.000000001
946,5.777887646683937,-2.8669853347406344,24,25,27,4,6,10000,12000,18000,0.000000000021999999999999998,0.000000000033
948,2.781151429035468,-35.24493083206305,26,33,36,19,50,15000,56000,100000,0.00000000039,0.00000015
949,3.4196868312345288,-25.019819024867832,10,13,24,27,56,680,1200,10000,0.0000000018,0.00000047
950,2.8143245890789816,-10.97633703231165,25,34,19,48,38,12000,68000,3900,0.0000001,0.000000015000000000000002
951,4.254611300953656,-101.5227585195161,21,24,8,10,58,5600,10000,470,0.000000000068,0.0000006800000000000001
952,4.098252801109669,-82.85568014063182,17,36,6,18,57,2700,100000,330,0.00000000033,0.00000056
954,3.042872699490839,1.3554482518312674,11,25,20,43,50,820,12000,4700,0.000000039000000000000005,0.00000015
955,5.2904395489126,-76.89354524449531,34,10,11,13,36,68000,680,820,0.00000000012,0.00000001
956,5.071938284646485,-1.1327157512646204,11,20,13,27,25,820,4700,1200,0.0000000018,0.0000000012
957,5.100005338392153,1.5225174161031272,23,10,30,16,18,8200,680,33000,0.00000000022,0.00000000033
958,3.8086057144651937,21.96970335245837,15,8,35,33,31,1800,470,82000,0.0000000056000000000000005,0.0000000039
959,4.739352691811237,19.977152799445953,17,11,29,38,6,2700,820,27000,0.000000015000000000000002,0.000000000033
960,3.266896950600154,-20.087354828165857,15,11,27,29,53,1800,820,18000,0.0000000027,0.00000027
961,4.2640400978150685,23.196497309742657,3,2,26,33,37,180,150,15000,0.0000000056000000000000005,0.000000012000000000000002
962,5.443779771146555,-17.004024173272043,6,23,24,4,32,330,8200,10000,0.000000000021999999999999998,0.0000000047
963,2.964940534403247,11.012423217132923,13,19,34,33,47,1200,3900,68000,0.0000000056000000000000005,0.000000082
964,2.730031603386566,-54.94950587885792,35,27,6,49,50,82000,18000,330,0.00000012000000000000002,0.00000015
965,3.9741022928932797,21.935587250745037,13,15,26,57,8,1200,1800,15000,0.00000056,0.000000000047
968,3.847345619770725,10.41959742513751,10,6,18,43,39,680,330,3300,0.000000039000000000000005,0.000000018000000000000002
969,6.42942604801837,1.2644730498863077,11,1,13,18,11,820,120,1200,0.00000000033,0.000000000082
970,2.877332069832604,27.265743513682,15,30,32,47,34,1800,33000,47000,0.000000082,0.0000000068000000000000005
971,5.7485498399958,-17.683056491523992,27,10,17,21,11,18000,680,2700,0.0000000005599999999999999,0.000000000082
972,5.1011724455827965,-29.803228497114414,34,5,16,51,2,68000,270,2200,0.00000018,0.000000000015
973,5.056724878677952,-11.736481541051198,5,10,33,2,37,270,680,56000,0.000000000015,0.000000012000000000000002
974,3.699263550774278,-46.95709229543755,31,9,19,32,48,39000,560,3900,0.0000000047,0.0000001
975,4.976798768753014,-7.303738939865784,9,9,12,27,33,560,560,1000,0.0000000018,0.0000000056000000000000005
976,4.671620521960217,-31.585373953790146,22,34,3,44,16,6800,68000,180,0.000000047000000000000004,0.00000000022
977,4.435802644646557,-22.22182593159243,19,28,19,20,33,3900,22000,3900,0.0000000004699999999999999,0.0000000056000000000000005
978,3.2532361175148443,-48.858905175709765,18,30,24,21,56,3300,33000,10000,0.0000000005599999999999999,0.00000047
979,3.5085606224416184,-33.85387559219335,17,12,5,45,52,2700,1000,270,0.000000056000000000000005,0.00000022
980,4.322049584980094,-19.455853257521365,8,32,8,33,44,470,47000,470,0.0000000056000000000000005,0.000000047000000000000004
981,2.098082912942109,-10.859946521574802,28,7,31,51,57,22000,390,39000,0.00000018,0.00000056
982,3.5295239679967874,-57.05543348074291,36,10,19,33,50,100000,680,3900,0.0000000056000000000000005,0.00000015
983,4.531955282902862,-74.29521759162861,36,20,3,27,38,100000,4700,180,0.0000000018,0.000000015000000000000002
984,3.3176645571378485,-7.026673213998043,20,0,16,59,42,4700,100,2200,0.00000082,0.000000033000000000000004
985,5.202042225691578,-46.43706537039642,1,4,19,4,50,120,220,3900,0.000000000021999999999999998,0.00000015
986,4.846387787638858,-11.702351503885314,26,15,19,46,1,15000,1800,3900,0.000000068,0.000000000012
987,3.500497033073549,-25.008435893912974,20,13,34,19,48,4700,1200,68000,0.00000000039,0.0000001
989,3.8848464676075425,23.06888421542016,18,27,32,50,4,3300,18000,47000,0.00000015,0.000000000021999999999999998
990,5.065646130174944,-86.6148596689504,34,11,19,4,41,68000,820,3900,0.000000000021999999999999998,0.000000027
991,4.470231452967226,20.505459064614065,3,31,34,17,35,180,39000,68000,0.00000000027,0.0000000082
992,2.9003521522363536,35.109078683162096,8,35,29,58,32,470,82000,27000,0.0000006800000000000001,0.0000000047
993,2.840071989211066,-6.707937593743599,24,35,20,53,32,10000,82000,4700,0.00000027,0.0000000047
994,4.461306482100183,8.810400117581409,17,10,23,35,23,2700,680,8200,0.0000000082,0.00000000082
995,5.497707018544363,42.79505091504884,3,19,29,23,10,180,3900,27000,0.00000000082,0.000000000068
996,3.8342601539639287,5.072236679082978,26,25,36,21,26,15000,12000,100000,0.0000000005599999999999999,0.0000000015
997,4.191154854502682,-93.29126627184768,18,36,3,17,58,3300,100000,180,0.00000000027,0.0000006800000000000001
998,3.9078506174342693,-18.002700094912296,32,10,24,36,33,47000,680,10000,0.00000001,0.0000000056000000000000005
999,6.177424244793493,-7.856581746796679,20,9,18,12,10,4700,560,3300,0.00000000009999999999999999,0.000000000068
